food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,meal_type,dietary_category,veg_category
Chocolate Pudding Fat Free,105,0.3,0.0,0.0,0.0,23.6,17.8,2.2,0.3,1.1,0.1,86.1,0.0,0.021,0.06,0.069,0.046,0.022,0.2,0.084,0.0,0.0,0.0,0.098,44.1,0.035,1.9,17.0,0.04,61.0,235.0,0.052,0.3,72.4,snack,low-carb,veg
Tapioca Pudding,143,4.3,1.1,2.8,0.088,23.9,16.4,2.1,0.0,1.1,0.2,79.0,0.0,0.025,0.003,0.021,0.1,0.031,0.3,0.052,0.3,0.0,0.2,0.01,78.1,0.026,0.1,6.6,0.096,66.0,101.2,0.0,0.2,108.8,snack,low-carb,veg
Tapioca Pudding Fat Free,105,0.4,0.1,0.08,0.067,23.9,15.9,1.6,0.0,1.1,0.2,85.4,0.0,0.044,0.096,0.012,0.043,0.1,0.056,0.039,0.3,0.0,0.072,0.0,58.2,0.004,0.1,5.6,0.023,73.9,78.4,0.0,0.2,84.5,snack,low-carb,veg
Rice Pudding,122,2.4,1.4,0.6,0.1,20.8,13.1,3.6,0.3,13.6,0.1,84.9,0.043,0.002,0.098,0.089,0.098,0.2,0.2,0.4,0.074,1.5,0.0,0.011,0.063,107.4,0.014,0.1,9.0,0.1,92.7,141.3,0.083,27.329,snack,low-carb,veg
Corn Pudding,328,12.6,6.3,3.9,1.4,42.4,16.5,11.1,3.0,180.0,0.7,180.8,0.2,0.1,0.2,0.074,0.026,0.4,2.6,1.3,0.3,9.3,0.048,0.7,0.066,97.5,0.1,1.3,37.5,0.2,225.0,440.0,0.069,69.795,snack,low-carb,veg
Chocolate Pudding,213,6.9,1.9,4.1,0.2,34.5,25.8,3.1,0.0,1.5,0.2,104.2,0.045,0.003,0.061,0.044,0.1,0.2,0.4,0.062,0.5,0.0,0.5,0.066,76.5,0.1,1.9,27.0,0.2,84.0,276.0,0.0,0.5,123.424,snack,low-carb,veg
Lemon Pudding,173,4.4,2.6,1.3,0.2,30.2,0.0,4.1,0.0,16.5,0.4,109.8,0.026,0.092,0.071,0.028,0.2,0.1,0.4,0.083,1.2,0.0,0.0,0.0,148.5,0.07,0.058,16.5,0.007,307.5,190.5,0.041,0.5,188.516,snack,low-carb,veg
Vanilla Pudding,195,5.7,1.5,3.4,0.1,33.9,25.5,2.2,0.0,1.5,0.3,107.5,0.018,0.012,0.084,0.092,0.1,0.047,0.2,0.048,0.3,0.0,0.5,0.034,73.5,0.08,0.1,6.0,0.031,61.5,97.5,0.0,0.2,115.796,snack,low-carb,veg
Profeel Proteiinirahka Valio,140,0.4,0.2,16.8,16.8,19.3,0.2,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.7,snack,low-carb,veg
Cottage Cheese Creamed,20,0.9,0.3,0.2,0.084,0.7,0.5,2.2,0.0,3.4,0.095,16.0,0.022,0.089,0.039,0.06,0.06,0.059,0.1,0.036,0.0,0.085,0.082,0.0,16.6,0.019,0.071,1.6,0.009,31.8,20.8,0.045,0.018,20.576,snack,low-carb,veg
Zaziki Milfina,51,4.4,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,snack,low-carb,veg
Cottage Cheese Low Fat,163,2.3,1.5,0.7,0.041,6.1,6.1,28.0,0.0,9.0,0.9,186.4,0.021,0.081,0.005,0.072,0.4,0.3,0.5,0.2,0.0,0.0,0.035,0.024,137.9,0.005,0.3,11.3,0.041,302.8,194.4,0.055,0.9,174.683,snack,low-carb,veg
Cottage Cheese Nonfat,104,0.4,0.2,0.1,0.066,9.7,2.7,15.0,0.0,10.2,0.5,117.5,0.093,0.063,0.013,0.006,0.3,0.2,0.6,0.039,0.0,0.0,0.096,0.0,124.7,0.071,0.2,16.0,0.063,275.5,198.7,0.063,0.7,150.072,snack,low-carb,veg
Vanilla Yogurt Low Fat,208,3.1,2.0,0.8,0.036,33.8,33.8,12.1,0.0,12.3,0.2,193.6,0.051,0.1,0.054,0.01,0.5,0.3,1.4,0.1,2.0,0.0,0.029,0.024,419.0,0.012,0.2,39.2,0.023,330.8,536.6,0.049,2.0,470.265,breakfast,low-carb,non-veg
Classique Yogurt Plain 2 Liberte,30,1.2,0.7,0.7,0.0,1.7,1.7,3.3,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,snack,low-carb,non-veg
Vanilla Yogurt,145,2.1,1.3,0.5,0.069,23.5,23.5,8.4,0.0,8.5,0.1,134.3,0.005,0.091,0.068,0.026,0.3,0.2,0.9,0.094,1.4,0.0,0.003,0.037,290.7,0.089,0.1,27.2,0.087,229.5,372.3,0.08,1.4,326.243,breakfast,low-carb,non-veg
Chocolate Yogurt,168,0.0,0.0,0.0,0.0,35.3,22.5,5.3,1.8,1.5,0.2,107.4,0.0,0.083,0.019,0.042,0.3,0.3,0.0,0.05,0.0,0.0,0.0,0.0,132.0,0.3,0.6,60.0,0.0,249.0,508.5,0.069,1.7,175.0,breakfast,low-carb,non-veg
Yogurt Parfait,125,1.5,0.8,0.5,0.2,23.6,17.4,5.0,1.6,4.5,0.048,117.7,0.073,0.1,0.018,0.1,0.3,1.1,0.0,0.3,21.3,0.042,0.4,0.085,156.5,0.025,0.7,25.3,0.0,138.6,281.6,0.088,1.3,210.272,snack,low-carb,non-veg
Yogurt,92,4.9,3.1,1.3,0.1,7.0,7.0,5.2,0.0,19.5,0.005,131.9,0.026,0.017,0.06,0.081,0.2,0.1,0.6,0.026,0.8,0.076,0.035,0.02,181.5,0.049,0.001,18.0,0.084,142.5,232.5,0.075,0.9,199.51,snack,low-carb,non-veg
Chocolate Frozen Yogurt,221,6.3,4.0,1.7,0.2,37.6,33.5,5.2,4.0,22.6,0.1,123.9,0.036,0.08,0.008,0.088,0.3,0.2,0.0,0.021,0.0,0.057,0.2,0.071,174.0,0.028,0.8,43.5,0.0,154.9,407.2,0.059,0.5,227.929,breakfast,low-carb,non-veg
Frozen Yogurt,221,6.3,4.0,1.7,0.2,37.6,34.7,5.2,0.0,22.6,0.1,123.9,0.013,0.062,0.095,0.05,0.3,0.1,0.0,0.072,1.2,0.01,0.2,0.054,174.0,0.074,0.8,17.4,0.0,154.9,271.4,0.005,0.5,225.163,breakfast,low-carb,non-veg
Yogurt Low Fat,154,3.8,2.5,1.0,0.1,17.2,17.2,12.9,0.0,14.7,0.2,208.4,0.021,0.1,0.045,0.034,0.5,0.3,1.4,0.1,2.0,0.0,0.007,0.007,448.4,0.005,0.2,41.7,0.039,352.8,573.3,0.071,2.2,484.517,snack,low-carb,non-veg
Vanilla Yoghurt Oikos,120,1.8,24.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,snack,low-carb,veg
Fruit Yogurt,149,1.7,1.1,0.5,0.024,28.0,28.0,6.0,0.0,7.5,0.013,113.0,0.006,0.081,0.032,0.087,0.2,0.1,0.7,0.099,0.9,0.0,0.079,0.031,207.0,0.1,0.066,19.5,0.029,163.5,265.5,0.026,1.0,243.671,breakfast,low-carb,non-veg
Danone Low Fat Alsafi,88,1.7,1.0,11.1,7.1,0.089,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.743,snack,low-carb,veg
Fruit N Yogurt Parfait Mcdonalds,156,1.9,0.044,0.2,0.1,30.9,19.1,4.1,1.5,7.5,0.065,111.2,0.0,0.004,0.029,0.099,0.2,0.4,0.6,0.0,20.7,0.0,0.0,0.0,128.1,0.092,0.7,20.9,0.3,125.2,248.8,0.0,0.5,187.9,snack,low-carb,non-veg
Triple Zero Greek Yogurt Dannon Oikos,120,0.0,0.0,15.0,7.0,22.5,6.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.598,snack,low-carb,non-veg
Greek Yogurt,100,0.7,0.2,0.018,0.01,6.1,5.5,17.3,0.0,8.5,0.081,144.7,0.035,0.009,0.045,0.036,0.5,0.4,0.6,0.1,0.0,0.0,0.089,0.01,187.0,0.021,0.1,18.7,0.004,229.5,239.7,0.032,0.9,211.251,snack,low-carb,non-veg
Chocolate Rasberry Protein Mini Proteinfx,102,2.9,1.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,snack,low-carb,veg
Gushers Fruit Gushers,360,6.0,80.0,40.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,snack,low-carb,veg
Egg Fried,90,6.8,2.0,2.8,1.5,0.4,0.2,6.3,0.0,184.5,0.043,32.0,0.016,0.049,0.035,0.029,0.2,0.093,0.8,0.093,0.0,0.081,0.6,0.079,28.5,0.065,0.9,6.0,0.046,98.9,69.9,0.078,0.6,42.904,snack,low-carb,non-veg
Sports Drink,26,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.073,232.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.098,0.1,2.4,0.0,21.6,24.0,0.088,0.056,22.4,snack,low-carb,veg
Peanut Butter Cookie Protein Syntha 6,200,6.0,15.0,2.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,snack,low-carb,veg
Hanfprotein Pulver Rohkostqualitat Veganz,107,3.1,0.3,2.3,1.6,14.2,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,snack,low-carb,veg
Smoothie High Protein Creamy Chocolate Slimfast,110,3.5,0.5,0.0,0.0,2.1,1.0,12.0,0.0,5.0,0.2,15.0,45.0,25.0,100.0,25.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.6,snack,low-carb,veg
Egg Large,138,9.3,0.5,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,snack,low-carb,non-veg
Boysenberries Frozen,66,0.3,0.049,0.059,0.2,16.1,9.1,1.5,7.0,0.0,0.064,113.4,0.0,0.063,0.07,0.0,0.045,1.0,0.3,0.054,4.1,0.0,1.1,0.002,35.6,0.1,1.1,21.1,0.7,35.6,183.5,0.058,0.3,65.7,snack,low-carb,veg
Malt Beverage,88,0.3,0.005,0.032,0.1,19.1,19.1,0.5,0.0,0.0,0.02,216.0,0.0,0.022,0.021,0.0,0.1,2.6,0.02,0.044,1.2,0.0,0.0,0.0,16.6,0.048,0.1,16.6,0.046,37.9,19.0,0.049,0.025,37.8,snack,low-carb,veg
Chocolate Powder For Milk,88,0.5,0.5,0.0,0.0,19.9,18.0,1.0,1.0,0.0,0.012,0.2,0.0,0.041,0.079,0.0,0.09,0.064,0.0,0.2,6.0,0.0,0.038,0.041,100.1,0.2,0.0,11.7,0.2,18.9,61.6,0.039,1.5,128.5,snack,low-carb,veg
Vegetable Fruit Juice,9,0.017,0.0,0.0,0.0,2.2,0.6,0.071,0.0,0.0,0.043,27.2,0.0,0.047,0.0,0.0,0.075,0.023,0.025,0.05,9.6,0.0,0.5,0.036,0.9,0.031,0.013,0.3,0.032,0.6,5.6,0.027,0.069,12.912,snack,low-carb,veg
Cocoa Powder Unsweetened,12,0.7,0.4,0.2,0.048,3.1,0.087,1.1,1.8,0.0,0.062,0.2,0.0,0.049,0.078,0.0,0.058,0.1,0.054,0.028,0.0,0.0,0.085,0.056,6.9,0.2,0.7,26.9,0.2,39.6,82.3,0.035,0.4,14.3,snack,low-carb,veg
Coconut Milk,35,3.6,3.2,0.2,0.01,0.8,0.5,0.3,0.3,0.0,0.001,10.1,0.0,0.058,0.094,0.0,0.0,0.1,0.045,0.069,0.4,0.0,0.063,0.014,2.4,0.023,0.2,5.6,0.1,15.0,39.5,0.096,0.1,8.0,snack,low-carb,veg
Cocoa Powder,28,0.3,0.2,0.061,0.055,5.9,4.6,0.5,0.3,0.0,0.034,0.1,0.066,0.045,0.096,0.051,0.033,0.048,0.066,0.085,0.016,0.0,0.094,0.001,9.3,0.049,0.075,5.8,0.01,22.1,49.8,0.069,0.1,16.393,snack,low-carb,veg
Rice Drink,113,2.3,0.0,1.5,0.8,22.0,12.7,0.7,0.7,0.0,0.058,214.3,0.0,0.2,0.01,0.0,0.008,0.3,0.9,0.4,0.059,0.0,0.042,1.1,0.078,283.2,0.013,0.5,26.4,0.7,134.4,64.8,0.009,25.883,snack,low-carb,veg
Coconut Water,46,0.5,0.4,0.091,0.03,8.9,6.3,1.7,2.6,0.0,0.3,228.0,0.0,0.002,0.05,0.0,0.1,0.2,0.1,0.082,5.8,0.0,0.0,0.0,57.6,0.029,0.7,60.0,0.3,48.0,600.0,0.045,0.2,77.8,snack,low-carb,veg
Caramel Med Iced Coffee Dunkin Donuts,268,9.0,41.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,snack,low-carb,veg
Instant Coffee Powder,353,0.5,0.2,0.09,0.2,75.4,0.0,12.2,0.0,0.0,0.051,3.1,0.0,0.09,0.0,0.0,0.031,28.2,0.019,0.073,0.0,0.0,0.0,0.077,141.0,0.1,4.4,327.0,1.7,303.0,3535.0,0.024,0.4,233.5,snack,regular,veg
Instant Coffee Powder Decaffeinated,6,0.069,0.015,0.031,0.075,1.4,0.0,0.2,0.0,0.0,0.09,0.051,0.0,0.0,0.0,0.0,0.072,0.5,0.077,0.0,0.0,0.0,0.0,0.015,2.5,0.031,0.056,5.6,0.084,5.1,63.0,0.015,0.004,4.121,snack,low-carb,veg
Instant Cappuccino Powder,53,0.7,0.4,0.2,0.098,11.2,9.0,0.4,0.2,0.3,0.074,0.2,0.0,0.073,0.067,0.037,0.087,0.3,0.037,0.011,0.1,0.0,0.08,0.062,17.3,0.078,0.036,5.6,0.014,23.8,108.0,0.064,0.058,29.908,snack,low-carb,veg
Whey Protein Powder Vanilla Eas,108,1.7,1.4,1.3,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,snack,low-carb,veg
Energy Drink Sugar Free Red Bull,13,0.2,0.0,0.0,0.0,1.8,0.0,0.6,0.0,0.0,0.008,245.9,0.0,0.031,0.0,0.09,1.4,21.3,4.8,5.0,0.0,0.0,0.0,0.0,32.5,0.048,0.023,7.5,0.016,0.0,7.5,0.067,0.0,35.19,snack,low-carb,veg
Powerade Coca Cola,9,0.009,0.076,0.078,0.054,2.3,1.8,0.0,0.0,0.0,0.005,27.1,0.0,0.021,0.0,0.082,0.0,0.5,0.0,0.013,0.0,0.0,0.0,0.0,0.3,0.0,0.096,0.0,0.0,0.3,5.3,0.0,0.058,2.671,snack,low-carb,veg
Amp Energy Pepsi,110,0.2,0.0,0.0,0.0,29.0,29.0,0.6,0.0,0.0,0.093,209.5,0.0,0.078,0.0,0.083,0.8,4.8,2.4,0.5,0.0,0.0,0.0,0.0,31.2,0.044,0.053,7.2,0.0,40.8,7.2,0.075,0.0,61.067,snack,low-carb,veg
Amp Energy Sugar Free Pepsi,5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.093,236.0,0.0,0.0,0.0,0.084,0.3,2.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.095,0.0,7.2,0.0,40.8,4.8,0.038,0.0,2.5,snack,low-carb,veg
Energy Drink Red Bull,111,0.0,0.0,0.0,0.0,26.4,26.4,1.2,0.0,0.0,0.1,230.2,0.0,0.0,0.1,0.0,0.068,0.3,25.4,4.9,5.6,0.0,0.0,0.0,0.0,15.5,0.049,0.2,49.0,0.086,0.0,7.7,0.072,33.224,snack,low-carb,veg
Full Throttle Coca Cola,110,0.2,0.0,0.0,0.0,29.0,29.0,0.6,0.0,0.0,0.071,209.5,0.0,0.037,0.0,0.031,0.0,4.0,0.0,0.4,0.0,0.0,0.0,0.0,31.2,0.054,0.037,7.2,0.0,0.0,7.2,0.083,0.0,61.049,snack,low-carb,veg
Passion Fruit Juice Purple,148,0.4,0.064,0.037,0.3,35.7,35.2,1.7,0.5,0.0,0.084,208.0,0.0,0.0,0.039,0.0,0.2,5.5,0.0,0.1,45.0,0.0,0.09,0.011,9.9,0.1,0.9,42.0,0.0,61.8,686.7,0.001,0.1,94.1,snack,low-carb,veg
Pomegranate Juice,134,0.7,0.2,0.1,0.1,32.7,31.5,0.4,0.2,0.0,0.089,214.0,0.0,0.037,0.014,0.0,0.006,0.6,0.7,0.019,0.2,0.0,0.9,0.081,27.4,0.06,0.2,17.4,0.2,27.4,532.9,0.065,0.2,61.8,snack,low-carb,veg
Cranberry Apricot Juice,157,0.0,0.0,0.0,0.0,39.7,0.0,0.5,0.2,0.0,0.007,204.6,0.0,0.089,0.071,0.0,0.01,0.3,0.071,0.082,0.0,0.0,0.0,0.0,22.1,0.051,0.4,7.4,0.3,12.3,149.5,0.0,0.05,62.9,snack,low-carb,veg
Pineapple Juice,133,0.3,0.071,0.027,0.1,32.2,25.0,0.9,0.5,0.0,0.075,215.9,0.0,0.0,0.1,0.004,0.0,0.064,0.5,0.1,0.3,109.5,0.0,0.048,0.062,32.5,0.2,0.8,30.0,1.3,20.0,325.0,0.099,34.477,snack,low-carb,veg
Passion Fruit Juice Yellow,126,0.1,0.008,0.02,0.094,33.6,33.1,1.0,0.5,0.0,0.003,211.5,0.0,0.0,0.1,0.0,0.3,3.6,0.0,0.1,73.6,0.0,0.036,0.09,9.9,0.1,0.6,42.0,0.0,32.1,686.7,0.098,0.1,119.3,snack,low-carb,veg
Orange Apricot Juice,128,0.3,0.001,0.078,0.063,31.8,30.2,0.8,0.3,0.0,0.096,216.8,0.0,0.022,0.094,0.0,0.021,0.5,0.2,0.08,50.0,0.0,0.3,0.054,12.5,0.024,0.3,12.5,0.091,20.0,200.0,0.086,0.1,96.0,snack,low-carb,veg
Tangerine Juice,106,0.5,0.082,0.015,0.054,24.9,24.5,1.2,0.5,0.0,0.022,219.6,0.0,0.0,0.1,0.086,0.0,0.094,0.2,0.3,0.1,76.6,0.0,0.3,0.0,44.5,0.06,0.5,19.8,0.031,34.6,439.7,0.016,27.29,snack,low-carb,veg
Orange Juice,90,0.4,0.079,0.046,0.037,20.8,16.8,1.4,0.4,0.0,0.067,176.6,0.0,0.0,0.2,0.002,0.0,0.01,0.8,0.4,0.052,100.0,0.0,0.013,0.053,22.0,0.06,0.4,22.0,0.056,34.0,400.0,0.067,23.177,snack,low-carb,veg
Grapefruit Juice,96,0.2,0.011,0.09,0.008,22.7,0.0,1.2,0.0,0.0,0.061,222.3,0.0,0.0,0.06,0.038,0.0,0.01,0.5,0.5,0.1,93.9,0.0,0.0,0.0,22.2,0.004,0.5,29.6,0.037,37.1,400.1,0.0,24.254,snack,low-carb,veg
Pineapple Grapefruit Juice,118,0.3,0.077,0.0,0.022,29.0,28.8,0.5,0.3,0.0,0.054,219.8,0.0,0.042,0.047,0.0,0.07,0.7,0.1,0.1,115.0,0.0,0.001,0.046,17.5,0.1,0.8,15.0,1.0,15.0,152.5,0.025,0.2,163.4,snack,low-carb,veg
Tamarind Nectar,143,0.3,0.0,0.0,0.0,37.0,31.9,0.2,1.3,0.0,0.046,213.3,0.0,0.077,0.055,0.0,0.024,0.2,0.025,0.048,17.8,0.0,0.3,0.069,25.1,0.054,1.9,10.0,0.079,5.0,67.8,0.0,0.089,83.6,snack,low-carb,veg
Apple Juice,114,0.3,0.064,0.078,0.09,28.0,23.9,0.2,0.5,0.0,0.038,218.8,0.0,0.0,0.083,0.0,0.0,0.019,0.2,0.1,0.025,2.2,0.0,0.057,0.0,19.8,0.065,0.3,12.4,0.2,17.4,250.5,0.039,29.087,snack,low-carb,veg
Limeade,128,0.0,0.0,0.0,0.0,34.1,32.8,0.0,0.0,0.0,0.071,212.6,0.0,0.047,0.058,0.0,0.034,0.05,0.006,0.051,7.7,0.0,0.0,0.0,4.9,0.058,0.0,4.9,0.068,2.5,24.7,0.081,0.024,46.7,snack,low-carb,veg
Guava Nectar,158,0.2,0.05,0.071,0.054,40.8,32.5,0.2,2.5,0.0,0.063,209.6,0.0,0.0,0.06,0.075,0.0,0.073,0.4,0.2,0.057,53.0,0.0,0.1,0.087,20.1,0.055,1.0,5.0,0.1,5.0,97.9,0.0,43.83,snack,low-carb,veg
Orange Grapefruit Juice,106,0.2,0.009,0.001,0.098,25.4,25.1,1.5,0.2,0.0,0.082,218.9,0.0,0.1,0.005,0.0,0.04,0.8,0.3,0.079,71.9,0.0,0.3,0.066,19.8,0.2,1.1,24.7,0.067,34.6,390.3,0.005,0.2,120.1,snack,low-carb,veg
Orange Juice Sainsburys,14,0.088,2.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,snack,low-carb,veg
Cranberry Apple Juice,154,0.3,0.066,0.014,0.1,38.8,35.5,0.0,0.0,0.0,0.061,205.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.8,0.0,0.3,0.075,7.4,0.07,0.2,2.5,0.1,4.9,41.7,0.0,0.015,143.5,snack,low-carb,veg
Pineapple Orange Juice,125,0.0,0.0,0.0,0.0,29.5,29.0,3.3,0.3,0.0,0.069,217.3,0.0,0.035,0.046,0.0,0.02,0.5,0.1,0.1,56.3,0.0,0.079,0.085,12.5,0.1,0.7,15.0,0.9,10.0,115.0,0.071,0.2,102.6,snack,low-carb,veg
Pear Nectar,150,0.062,0.032,0.086,0.038,39.4,0.0,0.3,1.5,0.0,0.056,210.0,0.0,0.0,0.032,0.049,0.0,0.033,0.3,0.087,0.017,67.5,0.0,0.0,0.0,12.5,0.2,0.7,7.5,0.041,7.5,32.5,0.065,41.466,snack,low-carb,veg
Blackberry Juice,95,1.5,0.095,0.1,0.9,19.5,19.3,0.8,0.3,0.0,0.072,227.3,0.0,0.076,0.091,0.0,0.053,1.1,0.0,0.075,28.3,0.0,2.3,0.088,30.0,0.3,1.2,52.5,0.0,30.0,337.5,0.093,1.0,81.6,snack,low-carb,veg
Lemon Juice,54,0.6,0.06,0.073,0.038,16.6,6.1,0.9,0.7,0.0,0.046,225.2,0.0,0.0,0.015,0.093,0.0,0.084,0.2,0.2,0.1,94.4,0.0,0.4,0.0,14.6,0.073,0.2,14.6,0.091,19.5,251.3,0.09,18.9,snack,low-carb,veg
Cranberry Grape Juice,137,0.2,0.053,0.092,0.08,34.3,0.0,0.5,0.2,0.0,0.079,209.7,0.0,0.094,0.09,0.0,0.056,0.3,0.1,0.027,78.4,0.0,0.0,0.0,19.6,0.051,0.04,7.4,0.4,9.8,58.8,0.0,0.055,133.2,snack,low-carb,veg
Citrus Fruit Juice,114,0.057,0.088,0.048,0.085,28.3,20.2,0.8,0.2,0.0,0.051,217.8,0.0,0.043,0.021,0.0,0.096,0.2,0.2,0.054,67.2,0.0,0.1,0.042,22.3,0.065,2.8,14.9,0.2,24.8,277.8,0.036,0.011,121.7,snack,low-carb,veg
Prune Juice,182,0.006,0.033,0.082,0.011,44.7,42.1,1.6,2.6,0.0,0.1,208.0,0.0,0.038,0.0,0.0,0.2,2.0,0.3,0.6,10.5,0.0,0.3,0.007,30.7,0.2,3.0,35.8,0.4,64.0,706.6,0.083,0.5,93.105,snack,low-carb,veg
Guanabana Nectar,148,0.4,0.096,0.1,0.006,37.5,32.8,0.3,0.3,0.0,0.061,212.6,0.0,0.086,0.05,0.0,0.027,0.3,0.2,0.05,27.9,0.0,0.036,0.0,17.6,0.067,0.9,7.5,0.056,5.0,62.8,0.067,0.011,84.9,snack,low-carb,veg
Fruit Juice,108,0.1,0.059,0.048,0.036,26.3,24.2,0.3,0.2,0.0,0.1,172.7,0.0,0.071,0.2,0.0,0.0,0.096,0.028,0.0,0.001,50.8,0.0,0.1,0.0,6.0,0.039,0.5,10.0,0.0,14.0,244.0,0.089,26.937,snack,low-carb,veg
Horchata,15,0.2,0.0,0.0,0.0,3.3,2.6,0.1,0.0,0.0,0.013,24.6,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.029,0.0,0.0,0.022,0.0,5.1,0.028,0.057,0.8,0.045,4.2,9.6,0.005,0.058,8.717,snack,low-carb,veg
Fruit Punch,98,0.4,0.048,0.011,0.039,24.4,0.0,0.2,0.0,0.0,0.08,208.6,0.0,0.092,0.061,0.0,0.1,0.1,0.035,0.047,11.2,0.0,0.0,0.0,16.4,0.097,0.5,7.0,0.1,7.0,154.4,0.0,0.4,53.1,snack,low-carb,veg
Apricot Nectar,139,0.2,0.07,0.085,0.039,35.7,34.2,0.9,1.5,0.0,0.025,210.5,0.0,0.044,0.059,0.0,0.014,0.6,0.2,0.036,1.5,0.0,0.8,0.008,17.4,0.2,0.9,12.4,0.008,22.3,282.7,0.0,0.2,58.1,snack,low-carb,veg
Orangensaft Ja,86,0.0,0.0,17.8,17.8,1.4,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,snack,low-carb,veg
Fruchtcocktail Granini,102,0.4,0.2,23.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,snack,low-carb,veg
